,Tokens
30,"['chose', 'british', 'airways', 'especially', 'going', 'travel', 'niece', 'nephew', 'wanted', 'everything', 'work', 'well', 'disaster', 'first', 'took', 'two', 'hours', 'checkin', 'online', 'due', 'technical', 'problem', 'also', 'spend', 'minutes', 'call', 'uk', 'number', 'spanish', 'cell', 'phone', 'that', '’', 's', 'service', 'provide', 'weekends', 'airport', 'boarding', 'time', 'wait', 'rest', 'people', 'almost', 'two', 'hours', 'standing', 'line', 'without', 'knowing', 'going', 'told', 'us', 'wait', 'finally', 'could', 'access', 'plane', 'minutes', 'inside', 'told', 'us', 'leave', 'plane', 'told', 'us', 'flight', 'cancelled', 'take', 'luggage', 'queue', 'couple', 'hours', 'check', 'wait', 'another', 'flight', 'take', 'delayed', 'spent', 'almost', 'hours', 'airport', 'information', 'provided', 'solutions', 'offered', 'seat', 'last', 'raw', 'paid', 'seat', 'first', 'half', 'plane', 'money', 'refunded', 'apologizes', 'compensation', 'given', 'also', 'prepurchased', 'food', 'couldn', '’', 't', 'provide', 'service', 'terrible', 'never']"
31,"['verified', 'booked', 'premium', 'economy', 'inv', 'lax', 'via', 'lhr', 'notified', 'cancelled', 'flight', 'return', 'journey', 'rebooked', 'flight', 'connecting', 'flight', 'arrived', 'late', 'cancelled', 'flight', 'journey', 'lax', 'cancelled', 'rebooked', 'flight', 'return', 'journey', 'rebooking', 'back', 'first', 'flight', 'rebooked', 'flight', 'chance', 'making', 'return', 'flight', 'arrives', 'late', 'lhr', 'rerouted', 'lax', 'jfk', 'lhr', 'would', 'accepted', 'booked', 'journey', 'economy', 'lax', 'jfk', 'husband', 'knee', 'injury', 'can', 'not', 'wont', 'change', 'even', 'though', 'direct', 'flight', 'lax', 'lhr', 'premium', 'economy', 'unacceptable', 'flight', 'allows', 'us', 'mins', 'transfer', 'flights', 'jfk', 'husband', 'wont', 'able', 'walk', 'slowly', 'let', 'alone', 'quickly', 'enduring', 'hour', 'flight', 'lax', 'lhr', 'chatted', 'calls', 'disconnected', 'also', 'online', 'chat', 'proves', 'accept', 'rerouted', 'flight', 'jfk', 'wont', 'budge']"
32,"['simple', 'story', 'unfortunate', 'outcome', 'really', 'could', 'happen', 'anyone', 'partner', 'recently', 'started', 'working', 'studying', 'purchased', 'two', 'tickets', 'travel', 'london', 'city', 'airport', 'frankfurt', 'purchased', 'tickets', 'mistakenly', 'entered', 'name', 'twice', 'eg', 'mr', 'john', 'smith', 'ms', 'john', 'smith', 'little', 'know', 'simple', 'mistake', 'would', 'cost', 'us', 'pounds', 'upon', 'arriving', 'airport', 'told', 'way', 'change', 'name', 'apparently', 'change', 'letters', 'typo', 'option', 'purchase', 'last', 'remaining', 'ticket', 'wanted', 'board', 'flight', 'price', 'almost', 'seven', 'times', 'higher', 'original', 'ticket', 'zero', 'empathy', 'shown', 'zero', 'alternative', 'offered', 'trusting', 'bas', 'staff', 'pretence', 'apparently', 'way', 'could', 'board', 'flight', 'bought', 'ticket', 'immediately', 'purchased', 'ticket', 'contacted', 'bas', 'commercial', 'change', 'booking', 'team', 'informed', 'situation', 'service', 'representative', 'apologised', 'told', 'could', 'changed', 'name', 'cost', 'small', 'fee', 'offered', 'cancel', 'original', 'ticket', 'issue', 'partial', 'refund', 'advising', 'claim', 'difference', 'contact', 'customer', 'support', 'told', 'person', 'several', 'times', 'wanted', 'claim', 'cost', 'new', 'ticket', 'even', 'asked', 'explicitly', 'accepting', 'offer', 'would', 'denied', 'claiming', 'cost', 'new', 'ticket', 'said', 'could', 'claim', 'difference', 'fair', 'enough', 'accepted', 'offer', 'lodged', 'ticket', 'customer', 'support', 'difference', 'two', 'days', 'later', 'british', 'airways', 'customer', 'response', 'informed', 'us', 'unable', 'lodge', 'claim', 'voluntarily', 'accepted', 'cancellation', 'flight', 'theyve', 'continued', 'send', 'generic', 'emails', 'week', 'stopped', 'responding', 'short', 'british', 'airways', 'misled', 'deceived', 'partner', 'accepting', 'lowball', 'offer', 'waive', 'right', 'claim', 'refund', 'keeps', 'night', 'thinking', 'get', 'away', 'easily']"
33,"['flight', 'delayed', 'due', 'inbound', 'flight', 'arriving', 'late', 'announcement', 'inform', 'delay', 'sceens', 'updated', 'ready', 'board', 'requested', 'take', 'seats', 'quickly', 'help', 'reduce', 'delay', 'people', 'pilot', 'announced', 'received', 'documents', 'wrong', 'flight', 'ground', 'staff', 'wait', 'returned', 'get', 'right', 'paperwork', 'resolved', 'pilot', 'announced', 'would', 'delay', 'two', 'push', 'back', 'tractors', 'wait', 'rushing', 'sit', 'quickly', 'sat', 'aircraft', 'gate', 'nearly', 'one', 'hour', 'longer', 'flight', 'takes', 'course', 'ams', 'bas', 'home', 'base', 'uses', 'contracted', 'staff', 'require', 'better', 'level', 'service', 'embarrassing', 'hearing', 'pilot', 'apologise', 'every', 'step', 'way', 'it', '’', 'll', 'eurostar', 'next', 'time']"
34,"['verified', 'fast', 'friendly', 'check', 'total', 'contrast', 'gatwick', 'contract', 'lounge', 'comfortable', 'spacious', 'bar', 'pleasant', 'staff', 'pay', 'alcohol', 'one', 'free', 'glass', 'wine', 'food', 'best', 'avoided', 'board', 'great', 'crew', 'dinner', 'actually', 'good', 'quality', 'substantial', 'apart', 'chocolate', 'orange', 'pot', 'seems', 'appear', 'every', 'flight', 'bought', 'global', 'stock', 'crew', 'always', 'ready', 'top', 'drinks', 'although', 'white', 'wine', 'beers', 'lukewarm', 'crew', 'explained', 'carts', 'supposed', 'chilled', 'experience', 'rarely', 'dry', 'ice', 'expensive', 'ba', 'cant', 'afford']"
35,"['dont', 'understand', 'british', 'airways', 'classified', 'star', 'airline', 'service', 'really', 'mediocre', 'food', 'untasty', 'insufficient', 'long', 'haul', 'trip', 'members', 'cabin', 'crew', 'friendly', 'attentive', 'enough', 'create', 'basic', 'experience', 'really', 'getting', 'point', 'b', 'without', 'used', 'enjoyable', 'trip', 'making', 'experience', 'inflight', 'entertainment', 'fairly', 'good', 'need', 'bring', 'water', 'get', 'dehydrated', 'snacks', 'ideally', 'food', 'perhaps', 'smile', 'otherwise', 'faced', 'cold', 'personality', 'less', 'experience']"
36,"['verified', 'im', 'sure', 'ba', 'gradually', 'made', 'economy', 'experience', 'ba', 'euroflyer', 'gatwick', 'miserable', 'passengers', 'tempted', 'upgrade', 'lacklustre', 'overpriced', 'business', 'class', 'long', 'wait', 'biz', 'checkin', 'due', 'status', 'dealt', 'bored', 'agent', 'ok', 'third', 'party', 'still', 'representing', 'ba', 'hardly', 'spoke', 'avoided', 'eye', 'contact', 'focussed', 'fingernails', 'lounge', 'crowded', 'grubby', 'least', 'staff', 'pleasant', 'helpful', 'board', 'seats', 'cramped', 'uncomfortable', 'took', 'two', 'hours', 'crew', 'appeared', 'food', 'sales', 'free', 'water', 'gatwick', 'services', 'consists', 'half', 'full', 'plastic', 'cup', 'rather', 'luxury', 'small', 'bottle', 'fellow', 'passenger', 'mentioned', 'delay', 'fact', 'sandwiches', 'sale', 'prompted', 'flight', 'attendant', 'say', 'service', 'much', 'better', 'easyjet', 'two', 'service', 'runs', 'etc']"
37,"['customer', 'service', 'exist', 'one', 'world', 'emerald', 'frequent', 'long', 'haul', 'flyer', 'including', 'ba', 'never', 'seen', 'poor', 'customer', 'service', '“', 'computer', 'says', 'no', '”', 'official', 'bacom', 'site', 'said', 'morning', 'afternoon', 'flight', 'gatwick', 'delayed', 'hours', 'delayed', 'leaving', 'airport', 'ba', 'change', 'back', 'original', 'time', 'called', 'ba', 'customer', 'service', 'hours', 'prior', 'highway', 'saying', 'situation', 'told', 'worry', 'would', 'note', 'flight', 'rebooked', 'issue', 'go', 'airport', 'got', 'airport', 'mins', 'prior', 'told', 'could', 'board', 'staff', 'work', 'ba', 'could', 'help', 'back', 'phone', 'hours', 'total', 'told', 'could', 'rebooked', 'couldn', '’', 't', 'round', 'round', 'ultimately', 'told', 'file', 'complaint', 'found', 'flight', 'left', 'hours', 'delayed', 'paid', 'extra', 'hotels', 'flights', 'competent', 'airlines', 'told', 'days', 'wait', 'complaints', 'responded', 'heavens', 'help', 'economy', 'nonstatus', 'flyers', 'that', '’', 's', 'front', 'end', 'plane', 'gets']"
38,"['another', 'really', 'great', 'pair', 'flights', 'time', 'problems', 'champagne', 'ok', 'meal', 'choices', 'great', 'new', 'club', 'suite', 'good', 'improvement', 'previous', 'seat', 'flight', 'entertainment', 'could', 'better', 'can', '’', 't', 'wait', 'fly', 'ba', 'enjoy', 'another', 'great', 'experience']"
39,"['verified', 'a', 'developed', 'fault', 'taxiing', 'runway', 'returned', 'gate', 'flight', 'cancelled', 'hours', 'later', 'due', 'technical', 'fault', 'ba', 'staff', 'virtually', 'nonexistent', 'finally', 'captain', 'announced', 'flight', 'cancelled', 'ba', 'provided', 'alternative', 'next', 'day', 'involving', 'connection', 'much', 'take', 'else', 'arrangements', 'help', 'made', 'overnight', 'accommodation', 'transport', 'finally', 'managed', 'get', 'legal', 'minimum', '£', 'compensation', 'ba', 'hour', 'delay', 'caused', 'journey', 'expenses', 'reimbursed', 'even', 'took', 'four', 'weeks', 'fact', 'business', 'class', 'customer', 'ba', 'pays', 'minimum', 'get', 'away', 'says', 'couldnt', 'care', 'less', 'customers', 'interest', 'loyalty', 'arent', 'bothered', 'business', 'given', 'flights', 'pay', 'bas', 'way', 'id', 'suggest', 'anyone', 'take', 'hard', 'earned', 'cash', 'another', 'airline', 'might', 'least', 'care', 'less', 'customers', 'recommended']"
40,"['verified', 'horrible', 'airline', 'care', 'customers', 'used', 'decent', 'since', 'really', 'fell', 'flight', 'time', 'hours', 'mins', 'meal', 'flight', 'attendants', 'eggs', 'sausage', 'back', 'didnt', 'even', 'offer', 'juices', 'would', 'stick', 'another', 'airline']"
41,"['family', 'flown', 'mostly', 'british', 'airways', 'last', 'years', 'priority', 'passenger', 'fly', 'often', 'enough', 'recognise', 'cabin', 'crew', 'know', 'name', 'used', 'really', 'good', 'airline', 'fly', 'things', 'really', 'deteriorated', 'face', 'face', 'customer', 'care', 'since', 'pandemic', 'aircraft', 'look', 'worn', 'example', 'flight', 'back', 'audiovisual', 'equipment', 'work', 'reset', 'twice', 'finally', 'working', 'last', 'hour', 'landed', 'second', 'time', 'around', 'think', 'reset', 'done', 'whole', 'aircraft', 'touch', 'screen', 'function', 'screen', 'work', 'usb', 'charger', 'ports', 'seat', 'work', 'staff', 'pleasant', 'enough', 'service', 'oozed', 'mediocrity', 'seem', 'much', 'pride', 'food', 'worst', 'part', 'ba', 'flights', 'since', 'pandemic', 'gave', 'us', 'menu', 'asked', 'we', '’', 'd', 'like', 'check', 'told', 'us', 'available', 'run', 'would', 'like', 'choose', 'something', 'else', 'told', 'us', 'we', '’', 'd', 'get', 'first', 'choice', 'second', 'service', 'couldn', '’', 't', 'deliver', 'finally', 'choosing', 'getting', 'whatever', 'food', 'tasteless', 'take', 'part', 'post', 'flight', 'surveys', 'regularly', 'stated', 'avail', 'family', 'fly', 'british', 'airways', 'medium', 'long', 'haul', 'regularly', 'possibly', 'times', 'year', 'us', 'good', 'things', 'flying', 'ba', 'priority', 'customers', 'usually', 'direct', 'flight', 'destinations', 'get', 'good', 'service', 'ground', 'checking', 'lounges', 'use']"
42,"['far', 'worst', 'service', 'plane', 'obvious', 'flying', 'economy', 'frequent', 'traveler', 'british', 'airways', 'care', 'little', 'wait', 'hour', 'even', 'open', 'checkin', 'lines', 'one', 'serviced', 'economy', 'even', 'though', 'line', 'economy', 'three', 'times', 'length', 'premium', 'classes', 'told', 'economy', 'passengers', 'bags', 'check', 'carryon', 'due', 'full', 'flight', 'room', 'overhead', 'compartments', 'arrived', 'gate', 'enough', 'seats', 'fit', 'everyone', 'couldnt', 'leave', 'boarding', 'area', 'never', 'fly', 'airline']"
43,"['nov', 'booked', 'paid', 'return', 'journey', 'new', 'zealand', 'return', 'journey', 'final', 'flight', 'london', 'edinburgh', 'trying', 'check', 'told', 'ticket', '‘', 'did', 'exist', '’', 'showed', 'evidence', 'flight', 'booked', 'paid', 'denied', 'ticket', 'option', 'buy', 'ticket', 'later', 'flight', 'cost', '£', 'since', 'nov', 'ie', 'months', 'ago', 'communicated', 'multiple', 'times', 'ba', 'attempt', 'money', 'returned', 'admitted', 'responsibility', 'error', 'cost', '£', 'finally', 'received', 'word', 'decided', 'refund', 'sum', '£', 'asked', 'explanation', 'received', 'none', 'polite', 'e', 'mail', 'informing', 'decision', 'checked', 'correct', 'intend', 'let', 'matter', 'go', 'company', 'worth', 'billions', 'pounds', 'return', 'honest', 'refund', 'ps', 'also', 'lost', 'luggage', 'nothing', 'help', 'retrieve', 'tracked', 'week', 'later', 'edinburgh', 'airport', 'picked']"
44,"['verified', 'ba', 'treating', 'premium', 'economy', 'passengers', 'respect', 'pay', 'premium', 'economy', 'service', 'compelled', 'use', 'economy', 'toilets', 'back', 'plane', 'shortchanging', 'passengers']"
45,"['hours', 'departure', 'ba', 'cape', 'town', 'heathrow', 'thursday', 'th', 'june', 'online', 'checkin', 'seats', 'already', 'allocated', 'wife', 'e', 'f', 'middle', 'two', 'seats', 'central', 'block', 'four', 'totally', 'unsuitable', 'us', 'late', 's', 'getting', 'seats', 'stretch', 'legs', 'go', 'toilet', 'would', 'mean', 'climbing', 'person', 'aisle', 'seats', 'available', 'got', 'heathrow', 'hours', 'departure', 'tried', 'change', 'seats', 'checkin', 'avail', 'although', 'lady', 'sympathetic', 'tried', 'utmost', 'offer', 'us', 'upgrade', 'premium', 'economy', 'gbp', 'beyond', 'affordability', 'said', 'try', 'departure', 'gate', 'also', 'failed', 'spoke', 'member', 'flight', 'crew', 'totally', 'unsympathetic', 'economy', 'seats', 'tiny', 'jammed', 'shoulder', 'shoulder', 'wife', 'stranger', 'knees', 'touching', 'seat', 'pocket', 'front', 'hours', 'suffered', 'manage', 'get', 'seat', 'due', 'kindness', 'young', 'lady', 'next', 'aisle', 'mission', 'trying', 'clamber', 'past', 'reclined', 'backrest', 'front', 'ba', 'economy', 'absolutely', 'awful', 'evening', 'meal', 'nearinedible', 'choices', 'spicy', 'foods', 'suitable', 'flying', 'especially', 'older', 'person', 'breakfast', 'spanish', 'omelette', 'however', 'bad', 'previous', 'day', 'flown', 'economy', 'malta', 'heathrow', 'malta', 'airlines', 'hour', 'trip', 'pleasure', 'seats', 'wide', 'ample', 'legroom', 'british', 'airways']"
46,"['arrived', 'heathrow', 'find', 'flight', 'ibiza', 'cancelled', 'ba', 'explanation', 'wasn', '’', 't', 'galling', 'enough', 'customer', 'service', 'ba', 'airport', 'nonexistent', 'explanation', 'apology', 'assistance', 'finding', 'alternative', 'flight', 'we', '’', 've', 'managed', 'find', 'another', 'flight', 'stansted', 'isn', '’', 't', 'much', 'later', 'today', 'thus', 'wasting', 'chunk', 'short', 'trip', 'simply', 'don', '’', 't', 'understand', 'ba', 'don', '’', 't', 'proactively', 'contact', 'customers', 'notify', 'cancellation', 'work', 'resolve', 'problem', 'shocking', 'customer', 'service']"
47,"['original', 'flight', 'cancelled', 'explanation', 'representative', 'help', 'rebooking', 'call', 'customer', 'service', 'long', 'distance', 'call', 'line', 'kept', 'dropping', 'calls', 'find', 'new', 'booking', 'discover', 'way', 'could', 'fly', 'next', 'day', 'paying', 'business', 'class', 'help', 'hotel', 'night', 'stay']"
48,"['verified', 'airport', 'check', 'functionary', 'little', 'warmth', 'efficiency', 'flight', 'delayed', 'communication', 'given', 'boarding', 'chaotic', 'management', 'process', 'ground', 'staff', 'seats', 'board', 'tight', 'really', 'feel', 'like', 'crammed', 'every', 'seat', 'possible', 'next', 'recline', 'however', 'thankful', 'recline', 'person', 'front', 'even', 'slightest', 'recline', 'would', 'face', 'owing', 'tight', 'seats', 'spaced', 'a', 'aircraft', 'amenities', 'flight', 'except', 'toilet', 'clean', 'small', 'ife', 'food', 'beverage', 'unless', 'pay', 'extra', 'staff', 'friendly', 'luggage', 'arrived', 'carousel', 'within', 'short', 'amount', 'time']"
49,"['flight', 'fine', 'inline', 'competitors', 'pleasant', 'crew', 'niggle', 'bussed', 'aircraft', 'heathrow', 'seems', 'like', 'standard', 'berlin', 'flights', 'would', 'use']"
50,"['came', 'glasgow', 'london', 'took', 'connecting', 'flight', 'american', 'airlines', 'london', 'north', 'carolina', 'third', 'day', 'north', 'carolina', 'still', 'waiting', 'luggage', 'didnt', 'even', 'bother', 'transfer', 'luggage', 'connecting', 'flight', 'luggage', 'still', 'glasgow']"
51,"['flight', 'may', 'got', 'delayed', 'hour', 'minutes', 'resulted', 'cancellation', 'connection', 'flight', 'may', 'arrival', 'first', 'flight', 'departure', 'second', 'connecting', 'flight', 'contacted', 'ba', 'call', 'center', 'multiple', 'times', 'make', 'changes', 'flight', 'order', 'still', 'arrive', 'th', 'may', 'kef', 'airport', 'different', 'flights', 'team', 'tried', 'find', 'solution', 'none', 'made', 'sense', 'even', 'next', 'day', 'th', 'may', 'made', 'full', 'booking', 'accommodation', 'car', 'rental', 'activities', 'etc', 'vacation', 'iceland', 'cancellation', 'booking', 'refundable', 'call', 'center', 'suggested', 'cancel', 'flight', 'full', 'refund', 'claim', 'compensation', 'delay', 'difference', 'airfare', 'cost', 'non', 'refundable', 'bookings', 'due', 'delay', 'cancellation', 'flight', 'british', 'airways', 'responded', 'claim', 'month', 'compensation', 'even', 'though', 'paid', 'additional', 'new', 'bookings', 'additional', 'charges', 'refund', 'cancelled', 'flight', 'took', 'month', 'multiple', 'calla', 'follow', 'almost', 'every', 'week', 'promised', 'get', 'refund', 'first', 'call', 'later', 'found', 'processed', 'properly', 'everytime', 'call', 'agent', 'ask', 'questions', 'flight', 'canceled', 'etc', 'annoying', 'understanding', 'everything', 'process', 'payment', 'multiple', 'calls', 'refunded', 'partially', 'full', 'amount', 'even', 'bizarre', 'company', 'level', 'make', 'calls', 'get', 'remaining', 'balance', 'refunded', 'whole', 'experience', 'terrible']"
52,"['verified', 'cairo', 'hour', 'flight', 'ba', 'considers', 'short', 'haul', 'everyone', 'crammed', 'knees', 'pressed', 'seat', 'front', 'nothing', 'way', 'inflight', 'entertainment', 'even', 'magazine', 'available', 'wifi', 'pay', 'pay', 'seat', 'choice', 'checked', 'baggage', 'food', 'drink', 'wifi', 'anything', 'im', 'used', 'budget', 'airlines', 'premium', 'price', 'ticket', 'would', 'preferred', 'fly', 'easyjet', 'initial', 'ticket', 'would', 'less', 'extras', 'would', 'half', 'price', 'ba', 'app', 'website', 'makes', 'really', 'difficult', 'understand', 'extras', 'ended', 'baggage', 'wrong', 'ticket', 'pay', 'extra', 'dont', 'get', 'started', 'customer', 'service', 'helpline', 'board', 'staff', 'ok', 'long', 'cairolondon', 'route', 'spend', 'time', 'break', 'use', 'back', 'row', 'two', 'talk', 'loudly', 'without', 'consideration', 'passengers', 'flyers', 'dont', 'want', 'hassle', 'charges', 'minimal', 'cabin', 'service', 'budget', 'seats', 'could', 'easily', 'provide', 'premium', 'economy', 'option', 'really', 'make', 'difference', 'experience', 'heathrow', 'terminal', 'compounds', 'poor', 'experience', 'especially', 'arrivals', 'also', 'poorly', 'served', 'transport', 'links', 'especially', 'us', 'live', 'near', 'gatwick', 'abandoned', 'ba', 'frequent', 'flyer', 'many', 'years', 'even', 'ba', 'gold', 'card', 'holder', 'one', 'point', 'know', 'potential', 'experience', 'used', 'able', 'make', 'choice', 'fly', 'budget', 'fly', 'comfortably', 'case', 'flying', 'budget', 'flying', 'budget', 'double', 'price', 'ba']"
53,"['travelling', 'london', 'madrid', 'british', 'airways', 'iberia', 'madrid', 'lima', 'latam', 'cuzco', 'luggage', 'arrived', 'days', 'attempting', 'collect', 'luggage', 'mine', 'one', 'arrive', 'sought', 'help', 'informed', 'make', 'claim', 'online', 'bag', 'finally', 'arrived', 'days', 'later', 'lock', 'forced', 'open', 'everything', 'inside', 'case', 'searched', 'someone', 'emptied', 'st', 'aid', 'kit', 'toiletries', 'threw', 'clothing', 'felt', 'violated', 'treated', 'appallingly', 'start', 'finish', 'month', 'back', 'forth', 'british', 'airways', 'yet', 'stated', 'fault']"
54,"['luggage', 'mistagged', 'dallas', 'way', 'cairo', 'via', 'london', 'luggage', 'arrived', 'lhr', 'planned', 'saturday', 'however', 'upon', 'arrival', 'due', 'luggage', 'mistagged', 'incorrect', 'name', 'luggage', 'never', 'sent', 'cairo', 'sitting', 'terminal', 'lhr', 'air', 'tag', 'luggage', 'british', 'airways', 'saying', 'nothing', 'filed', 'claims', 'made', 'phone', 'calls', 'hung', 'x', 'simple', 'solve', 'problem', 'workers', 'ba', 'refuse', 'solve', 'problem']"
55,"['airline', 'lost', 'luggage', 'absolutely', 'awful', 'throughout', 'entire', 'trip', 'gave', 'updates', 'website', 'sucks', 'nearly', 'impossible', 'get', 'someone', 'phone', 'finally', 'delivered', 'luggage', 'hotel', 'left', 'go', 'back', 'us', 'days', 'told', 'ship', 'back', 'us', 'i', '’', 've', 'calling', 'everyday', 'begging', 'get', 'bag', 'back', 'appease', 'phone', 'tell', 'they', '’', 're', 'fixing', 'nothing', 'changes', 'hotel', 'can', '’', 't', 'get', 'touch', 'haven', '’', 't', 'even', 'tried', 'pick', 'bag', 'back', 'several', 'times', 'called', 'got', 'message', 'saying', 'answering', 'due', 'many', 'complaints', 'calls', '“', 'call', 'back', 'later', '”']"
56,"['booked', 'ba', 'website', 'round', 'trip', 'flights', 'seattle', 'amman', 'stop', 'london', 'business', 'class', 'first', 'flight', 'delayed', 'diverted', 'nyc', 'enroute', 'husband', 'experienced', 'medical', 'emergency', 'landed', 'nyc', 'taken', 'hospital', 'stayed', 'constant', 'contact', 'airline', 'agent', 'arranged', 'ambulance', 'transfer', 'evening', 'flew', 'back', 'home', 'confirming', 'cancellation', 'remaining', 'flights', 'agent', 'airport', 'next', 'several', 'weeks', 'spoke', 'many', 'times', 'ba', 'customer', 'service', 'trying', 'obtain', 'kind', 'refund', '—', 'met', 'contradictory', 'explanations', 'excuses', 'absence', 'meaningful', 'customer', 'service', 'discovered', 'marked', '“', 'noshows', '”', 'flight', 'amman', 'return', 'flight', 'still', 'active', 'unable', 'cancel', 'return', 'website', 'despite', 'booking', 'website', 'phone', 'calls', 'never', 'returned', 'spent', 'minimum', 'minutes', 'hold', 'every', 'phone', 'call', 'made', 'emails', 'received', 'canned', 'replies', 'without', 'answers', 'explanations', 'told', '“', 'not', 'possible', '”', 'receive', 'copy', 'ticketing', 'rules', 'regulations', 'speak', 'supervisor', 'several', 'weeks', 'abysmal', 'customer', 'service', 'filed', 'complaint', 'faa', 'response', 'complaint', 'received', 'email', 'ba', 'customer', 'service', 'explaining', 'reviewed', 'many', 'requests', '“', 'full', 'refund', '”', 'could', 'accommodated', 'due', 'ticketing', 'rules', 'would', 'issue', 'flight', 'credits', 'except', 'portion', 'noshowed', 'state', 'many', 'credits', 'never', 'asked', 'full', 'refund', 'asked', 'read', 'rules', 'receive', 'partial', 'refund', 'use', 'credits', 'fully', 'refunded', 'travel', 'insurance']"
